Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,CTB_1st_734,CTB_1st_738,CTB_1st_750,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089,EVT_1st_1094,EVT_1st_1096,EVT_1st_1097
ENSG00000164125.16,1235.69,1622,1421.002,866,1045.421,703.999,189.008,243,66,146,275,246.999
ENSG00000164128.7,1,0,0,0,1,1,2,0,4,70,22,5
ENSG00000164129.12,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000164134.14,3589.349,4407.999,3719.457,3500.072,4911.438,2803.043,2487.874,2317.756,2270.001,1746,3146.827,3036.214
ENSG00000164136.17,147.001,21.999,17,13,22.745,16,41.998,11,7.245,17.001,16.103,39
ENSG00000164142.16,375.008,603,648.841,408,370,497.999,381,345.059,170.999,260.578,665.35,483
ENSG00000164144.16,1247.302,1716,1354.104,1029.159,1665.001,1010.001,1677.311,1448.221,1466.999,1165.001,1694,1612.001
ENSG00000164151.12,7842.114,7000.619,6408.384,6110,8082.075,6128.728,2025.354,2574.119,2348.647,2098.624,2839.291,2683.013
ENSG00000164161.10,19.999,1,5,9.999,1,8,2,3,8.086,10.896,0,3
ENSG00000164162.14,334.137,393.169,405.756,294.03,544.249,323.341,183.644,202.153,153.04,144.899,239.205,262.499
ENSG00000164163.11,3247.072,3898.295,3478.15,3170.085,4627.211,2596.087,2029.635,2313,2085.636,1572.197,2887.54,2850.264
ENSG00000164164.17,3404.944,4055.007,3693.923,3812.536,3728.136,3216.079,2778.193,2692.175,2886.214,2377,3468.928,3092.81
ENSG00000164167.12,454,679,541.026,479,605,457.809,319,391.439,346,217.094,465,560.057
ENSG00000164168.8,1413.15,1697,1496.358,1201.498,1740,1206.16,1176.992,1216.02,1237.531,943.001,1571,1624
ENSG00000164169.13,823.001,873.999,803,734.001,1147,679.111,527,444,460.14,566,590,513
ENSG00000164171.11,97,111,65,54,65,124,406,178.043,204,291,322,649.001
ENSG00000164172.20,728.999,828.001,810.231,629.999,815.019,592,382,412.274,295,281.999,516.999,532.999
ENSG00000164175.15,0,0,0,0,0,0,0,3,0,0,3,0
ENSG00000164176.13,13,0,0,0,0,0,8,0,1,4,0,1
ENSG00000164180.14,1179.997,1601.047,1291.62,944.105,1442.956,1088,474.617,535.696,518.119,537.091,648.62,490.386
ENSG00000164181.14,21,51,68,46,57,58,30.093,9,4,25,37,14
ENSG00000164182.12,177.944,235.542,223.425,223.033,283.632,188.813,178.072,172.636,116.085,111.951,207.623,202.688
ENSG00000164185.7,1,1,0,1,1,0,1,13,8,0,4,4
ENSG00000164187.7,1234.991,1719,1492,1117,1423,1105.301,1109,1055.004,969.106,857.193,1031.021,1084
ENSG00000164188.9,31,1.001,2,4,4,1,3.041,11.001,0,2,3,1
ENSG00000164190.19,3417.624,3860,3567.014,3439.228,3449.999,2737.984,2052.599,2269.178,2125.323,1737.613,2449.734,2549.01
ENSG00000164197.12,31,2,2,4,2,0,20,12,5,3,14,6
ENSG00000164199.18,74.787,148.354,167.898,156.059,191.825,156.908,131.591,146.686,127.208,125.596,141.478,113.005
ENSG00000164209.17,1670.089,1700,1722.073,1370.133,2116.001,1418.002,1152.281,974.013,1175,995,1319.879,1628.999
ENSG00000164211.13,859,1054.999,757,855.999,1185.924,915.989,273.94,436,448.999,414,549.012,380.026
ENSG00000164219.10,958.296,1238.532,962.001,874,1166.026,754.322,843.634,1101.514,967,683.391,1071.999,1051.999
ENSG00000164220.7,23,0,0,0,0,0,0,1,0,3,0,0
ENSG00000164221.13,10,13,11,11,26,15,26,15,40,42.999,27,17
ENSG00000164236.12,267,96,56,153,53,77,166,22,45,35,78,59
ENSG00000164237.9,286.999,250.907,218.219,235.458,266.4,184.997,60,62.992,44.073,56.325,46.248,45
ENSG00000164241.14,86.001,140.999,90.999,50.001,125,132.518,101,115.001,117,135,146.999,133
ENSG00000164244.21,2228,2940.786,2555.004,2219.006,2776.18,2100.494,4069.434,3873.742,3991.867,3765.044,4561.139,4582.037
ENSG00000164251.5,670.007,656,862.294,706,1097.092,592,1458.438,504,399,629.293,657.466,1486.844
ENSG00000164252.13,1191,1313.976,1185.761,990.096,1367.173,917.014,718.309,897.61,743.225,716.53,1022.626,912.942
ENSG00000164253.14,436,464,378,240.999,591.999,332,936.01,663.999,652,573.02,992.663,1344
ENSG00000164256.11,1,0,0,15,0,2,19,0,17,3,11,11
ENSG00000164258.12,804,863,845.008,731,1010.999,617.001,455,588.999,499,422.969,592.027,629
ENSG00000164265.9,3.003,6,2,1,3,4.981,2,4,1,2.001,2,8
ENSG00000164266.11,0,0,0,0,0,0,0,0,0,9,0,1
ENSG00000164270.19,0,0,0,0,0,0,0,0,0,0,1,2
ENSG00000164283.13,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000164284.15,1238.002,1546.001,1269.761,1137,1585.999,951.781,1280.311,1461.28,1278.175,878.558,1475.012,1270
ENSG00000164287.13,2,1,3,5,0,0,0,0,0,1,1,0
ENSG00000164291.17,294.015,615.17,353.969,354.999,302.531,351.501,1721.038,1628,1395.052,1291.013,1772.14,1471.004
ENSG00000164292.13,1260.999,1457.996,1888.998,1116.001,1251.995,1563.999,6302.02,6010.512,7619.853,8503.876,8391.003,8063.665
ENSG00000164294.14,920.704,1396,1091.421,1131.999,1300.999,972.018,3431.206,3554.848,3796.668,3324.342,3930.865,3724.165
ENSG00000164296.7,129,198.001,148.999,144,121,162.999,132,102,107.057,89,139,111
ENSG00000164299.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164300.17,2219.075,3214.203,4670.684,2723.998,2772.929,2733.524,2385.183,2224.376,2229.536,1984.011,2441.218,1855.005
ENSG00000164303.11,0,0,0,5,0,0,1,2,0,0,0,1
ENSG00000164304.16,4,4,8,9,9,4,0,7,1,4,6,2
ENSG00000164305.20,2549.723,2465,2564.968,1972.664,2944.881,2116.398,1155.104,1120.42,1127.999,1123.999,1319,1395.999
ENSG00000164306.11,494,436.001,397.961,352,401,341.001,205,230,275,166.001,257.011,287
ENSG00000164307.13,1615,2882.474,2792.001,2314.739,1965.4,1840.436,3957.479,4691.744,5425.645,4289.999,3861.001,4183
ENSG00000164308.17,1617.579,119,895.147,733,933,667.096,1423.239,1601.001,114,79,3085.332,162
ENSG00000164309.15,2758.318,2844.539,3578.654,2544.537,2863,3132.403,207,159,253,265,296.012,363
ENSG00000164318.18,7,6,1,2,4,5,39,1,2,17,3,2
ENSG00000164323.15,1896,2322,1974.035,1747.728,2498,1422.311,1352.352,1961.566,1381.999,1233,2124.99,1707.076
ENSG00000164325.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164326.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164327.14,3957.739,4909.034,5027.881,3590.111,3938.911,3834.243,1805.634,1812.022,1751.152,1509.487,1862.999,1963.323
ENSG00000164329.15,1898.629,1997.998,2183.233,1747.701,2272.498,1745.998,1325.745,1413.103,1227.252,1063.999,1476.999,1382.24
ENSG00000164330.18,287,0,0,0,3,2,9,0,1,3,0,2
ENSG00000164331.10,658.001,658,719.999,567,703,552,429,411,540.001,417.074,486,470.999
ENSG00000164332.8,592,532,604.375,460,640.02,488.004,434,423,355,303,549,536
ENSG00000164334.16,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000164338.10,911.998,1127.001,941.016,834.999,1339.188,897,545.02,564.847,531,386.007,726.296,706.006
ENSG00000164342.14,1360.331,1540.125,1544.036,1016.917,1337.662,1229.768,385.974,305.169,333.757,291.993,380.299,377.21
ENSG00000164344.17,2,0,0,2,0,0,0,0,0,0,0,3
ENSG00000164346.10,1854.093,2603.001,2006,1915.161,3489.125,1834.013,1404.757,1482.126,1492,1292.001,1793.996,1961.134
ENSG00000164347.18,1400.404,1738.342,1701.828,1290.995,1689.579,1182,1297.579,1390.857,1541,1255.002,1747.518,1415.001
ENSG00000164362.21,12.991,14.797,26.394,21.371,18.991,19.387,8.757,2.001,6,1.077,2,8.021
ENSG00000164363.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164366.4,471,613.881,564,372.992,519,386.03,316.173,351.123,515,382.05,461,375.733
ENSG00000164379.7,0,0,0,0,0,0,9,17,29,42,37,8
ENSG00000164385.11,2,0,0,0,0,0,4,3,0,7,0,8
ENSG00000164393.10,0,3,1,3,0,1,0,4,3,0,1,8
ENSG00000164398.15,60.041,43.394,71.95,40.555,78.107,60.062,58.726,22.617,32.661,29.625,35.924,52.36
ENSG00000164399.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164400.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164402.14,5545.963,5005.344,5394.685,4243.274,5000.57,3987.208,1193,948,1195,1565.001,1778.557,1716.183
ENSG00000164403.15,282.406,389.229,403.096,296.823,418.141,224.039,97.012,40.069,47.284,60.652,71.924,105.002
ENSG00000164404.9,41.001,41,34,44,51.001,33,17,17,10,15,23,23
ENSG00000164405.11,1600.001,2005.934,1919.999,1400,1986.999,1269.877,740.032,549.774,706.734,652,886.999,955.999
ENSG00000164406.8,2,14,3,2,11.001,10,0,5,3,3,6,0
ENSG00000164411.12,234,275,163.007,161,269,166,75,95,199,30,145,122
ENSG00000164414.19,599.647,549.711,571.743,449.899,602.006,435.781,430.105,417.713,458.97,357.791,482.519,475.68
ENSG00000164418.22,10,15,16.069,8,11.021,4.962,7.825,11.004,15,4,14.001,33
ENSG00000164430.17,22,15.999,9,5,11.932,3.001,18.002,16.719,17,19,49,38.874
ENSG00000164434.12,86,208,130,126,114,140,772.645,715,699,669.007,432,519.777
ENSG00000164438.6,15,13,20,6,2,8.02,55,18,31,19,50,42
ENSG00000164440.15,2,25,21,21,9.429,10,29,23,24,38.224,34.143,13
ENSG00000164442.11,2641.536,1945,2940.313,3267.61,3276.59,2721.81,6037.514,6528.54,8351.027,4958.258,7926.117,7553.939
ENSG00000164451.14,258,578,213.999,209.001,408,202,3,0,18,3,11,6
ENSG00000164458.10,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000164463.12,1460.083,1227.611,1439.128,1128.998,1249.448,1286.903,1175.295,1092.426,1404.999,1343.999,1423,1458.281
ENSG00000164465.19,1563.662,1472.066,1815.233,1313.89,1676.002,1198.389,415.339,339.128,297,223.882,350,461.048
ENSG00000164466.13,2853.362,3422.138,3016.89,2518.791,4023.201,2141.944,1960.149,1562.002,1568,1646,2261.053,2099.986
ENSG00000164483.17,6,11,4,5,2,7,2,0,1,7,0,0
ENSG00000164484.12,68,8,14,8,7,8,553,385.065,233,580,259,433.071
ENSG00000164485.15,2,6,1,1,0,7,10,13,15,10,11,13
ENSG00000164488.12,2621.004,3704,2801,2132.547,2791,3013.946,455.001,237,576,391,598,615
ENSG00000164494.12,1356.584,1430.571,1221.685,1111.005,1294.929,809.05,429.022,577.996,499.011,403.7,624.992,537
ENSG00000164500.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164506.16,2788.713,2727.931,2837.224,2686.515,3618.569,2572.863,2429.046,2436.969,2881.774,2596.913,2995.725,2723.659
ENSG00000164508.6,3,0,0,11,28,13,0,3,0,0,0,0
ENSG00000164509.16,10,26,20,14,9,12,47.999,41.001,21,45.96,32,31
ENSG00000164512.18,15,14,28,23,11,14,10,9,3,8,19,6
ENSG00000164520.12,0,9.026,9.123,15.481,15.983,7.171,22.085,5.041,6.003,6,3.057,11.036
ENSG00000164530.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164532.11,394.492,309.099,105,221.697,223.58,256.95,216.99,188.931,293.686,206.62,258.018,274.838
ENSG00000164535.15,468,488,533.647,410,470.946,429.221,938.177,411.054,833,789,1286.057,672.001
ENSG00000164542.13,386,262.001,275.013,192.03,406.999,214,80.002,109.999,107.999,86.999,142,106.001
ENSG00000164543.7,1696.002,923.76,1955,1206.992,1881.212,1144.747,951.247,647.001,1005.003,725,998.001,1149
ENSG00000164548.12,2897.318,2568.999,3417.59,2768,3489.412,3122.001,1578.534,1359.493,1430.733,1080.002,1750.039,1718.001
ENSG00000164556.7,0,5,0,1,0,0,1,0,0,0,0,0
ENSG00000164574.16,144,165.001,111.001,99,158,101.4,420.999,301.001,309.001,241,437.999,482.999
ENSG00000164576.12,552,614.059,529.005,418,582,371,422.834,415.444,484,502.999,488,489.999
ENSG00000164587.13,27274.814,25526.42,24541.474,18925.07,25863.304,17299.28,12167.636,14101.974,11596.364,9587.332,15798.737,15429.829
ENSG00000164588.8,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000164591.14,7,5,2,2,6,10.833,4,0,0,1,4,1
ENSG00000164597.15,1279.21,1205.53,1242.001,1126.346,1446,1144.978,1286.513,1275.001,1191.999,1248.138,1434.34,1360
ENSG00000164600.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164603.12,806.128,1135.984,835,881,882,813.873,2722.973,3407.044,2956,1887.039,3363.327,2810.952
ENSG00000164604.14,5,14,4,5,19,4,53.001,75,49,61,87,63.999
ENSG00000164609.10,1601.386,1538.999,1591.061,1235.296,1881.295,1385.098,1473.129,1571.467,1518.009,1186,1797.013,1682.001
ENSG00000164610.10,192.756,285.388,230.468,254.061,261.007,204.751,124.712,159.786,148.92,110.159,215.691,186.333
ENSG00000164611.13,1055.001,1398.001,1223.001,1079.999,1767.004,868.069,267,289,300.463,302,456,500
ENSG00000164615.6,803.601,795.999,879.108,560.448,945.494,572.055,440.243,405.744,402.61,390.591,532.158,546.031
ENSG00000164616.16,3,0,0,0,0,0,0,0,0,0,1,0
ENSG00000164619.10,16,57,56,16,32,13,84,68,142,155.001,158,72.999
ENSG00000164620.9,35,69,54,38.999,31,33,359,215.019,264,279.999,368,270
ENSG00000164621.5,1,1,0,1,0,0,1,1,0,0,0,3
ENSG00000164626.9,5158.247,5811.592,5057.016,3743.801,5665.384,3882.73,370,215,429,513,615,893
ENSG00000164627.18,14.841,17,7,13.956,15,9.574,8,7,6,3,27.999,6
ENSG00000164631.19,962,1428.083,982.103,679,992.169,923.597,761.001,1166.461,1111,847.004,962,816.492
ENSG00000164638.11,37.219,47.156,38.774,39.943,39.232,66.739,53.962,42.823,27.149,18.001,47.73,42.981
ENSG00000164645.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164647.9,5,0,0,0,1,0,0,3,6,0,5,15
ENSG00000164649.20,47,28,27,23,28.999,41,26,12,23,9,60,17
ENSG00000164651.18,3,0,1,1,1,6,0,2,2,0,1,6
ENSG00000164654.16,1802,1713.682,1796.062,1287,1939.001,1418.026,680,624.999,534,529.001,776.96,787
ENSG00000164659.15,28,79.001,27,21,53,18,69,52,178.001,57,42,46
ENSG00000164663.15,551.509,773.111,620.379,734.256,662.322,521.3,83.348,71.67,97.982,88.203,123.969,108.056
ENSG00000164669.14,17.615,1.681,0,32.201,0,23.338,0,30.523,5.483,2.157,50.824,33.606
ENSG00000164674.17,40,52,74,46,41,30,29,26,27,24,39,28
ENSG00000164675.11,4,12,3,12.331,3.126,3,15,20.001,4,6,14,16
ENSG00000164683.19,201,365,274,256,164,193,1244.041,1302.147,976.001,903,1171.216,1063.999
ENSG00000164684.13,2414.314,2742.343,2602.023,2543.219,2999.261,2076.686,5174.556,3987.815,4679.702,5556.526,5053.918,2532.004
ENSG00000164687.11,160,267,175,217,256,206,1020.153,651.135,233,266,512.001,645.99
ENSG00000164690.8,0,1,0,2,1,0,6,10,12,12,7,2
ENSG00000164691.18,43,19,19,17,23,31,99,87.001,68,62,150,126
ENSG00000164692.19,5628.301,4927.004,606,825,768.119,462,2154.142,253,357.006,833,349.999,564
ENSG00000164694.17,3,7,0,0,0,6,2,0,2,0,2,3
ENSG00000164695.5,515.28,380,522.027,448,518.354,476,499.001,502,279,587,638,695
ENSG00000164707.16,10814.366,12141.298,15929.076,8504.375,13388.176,10894.14,100.001,83.999,764.999,745,741.999,771
ENSG00000164708.6,1,0,1,3,0,2,1,0,0,1,0,1
ENSG00000164713.10,831.033,865.078,1025.972,749.999,886.093,778.888,1689.31,1156.549,2086.928,1889,3270.839,2407.544
ENSG00000164715.6,1850.637,1698.021,2361.106,1829,2443.22,1597.231,1019.007,999.001,1062,637,1317.034,1390
ENSG00000164729.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164733.23,6399.907,9449.494,9791.268,8801.998,6004.82,7484.098,14899.891,13942.977,10903.195,13005.329,18401.865,17530.603
ENSG00000164736.6,6,0,0,0,0,1,6,3,0,7,13,9
ENSG00000164740.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164741.15,1632,658,1031,916,1061.562,996.467,1038.087,536,395,1005.002,750.999,866
ENSG00000164742.16,612.999,34,62.999,37,137,101,15,4,2,7,17.999,4
ENSG00000164743.5,5,2,0,0,0,0,0,0,1,0,0,1
ENSG00000164744.14,6,27,4,27,11,7,45,135,134,103,131.999,119.001
ENSG00000164746.14,2,2,1,2,1,0,1,6,7,3,3,5
ENSG00000164749.13,3,7,21,3,7,5,4,0,2,45,11,4
ENSG00000164751.15,747.013,915.018,780.257,572.999,833.641,635.001,378.82,393,483.001,319.999,567.005,478
ENSG00000164754.16,7438.545,9082.147,8117.211,7076.612,7936.885,5435.335,5102.036,5809.645,4896.365,3554.542,7045.157,6944.655
ENSG00000164756.13,0,0,0,5,0,0,4,4,26,0,1,34
ENSG00000164758.7,325,430.181,296,239,410.001,256.821,182,275.437,225,189,314,299
ENSG00000164761.9,0,0,0,0,0,0,0,1,0,4,1,0
ENSG00000164764.11,4,3,1,2,0,5,12,55,13,24,14,27
ENSG00000164776.11,7,13,11,20,23,21,14,11,13.003,13,17,27.022
ENSG00000164778.4,0,0,3,0,0,0,0,1,0,0,0,4
ENSG00000164794.9,0,3,10,2.564,8,6,10,5.001,3.001,5,7,5
ENSG00000164796.18,0,0,2,1.005,3,1,0,2,0,0,2,0
ENSG00000164808.17,1882.963,1845.403,1913.465,1409.998,1935.087,1547.802,941.471,1115.943,891.999,765.575,1076.994,989
ENSG00000164815.11,719.002,1030,850,704.069,854.001,619,404.657,345.295,369.999,281,471.999,438.001
ENSG00000164816.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164818.16,1010.899,979,968.216,816.001,1022.996,639.999,545.999,381,475,372,703,666.001
ENSG00000164821.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164822.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164823.11,665,624,630.87,484,844,466.999,586.106,397,993,1061.587,741.971,617
ENSG00000164825.4,62,52,36,48,39,46,24,1,0,6,60,11
ENSG00000164828.18,3398.815,3840.541,4030.626,2868.689,3485.764,2757.829,2835.863,2135.12,2649,2313.02,3248.579,2765.031
ENSG00000164830.19,2474.226,2921.702,2773.549,2115.666,3144.69,2034.764,1131.105,1191.153,1268.999,1246.137,1487.7,1310
ENSG00000164841.5,4,7,8,16,16,2,14,5,17,13,9,16
ENSG00000164845.17,0,0,5.066,0,0,1,0,0,0,0,0,0
ENSG00000164849.10,226,329,232,305,293,299.987,2129.949,3867.975,2652.06,1946.19,3029.001,3517.986
ENSG00000164850.16,5,7,9,10,5,4,35,17,38,13,30,19
ENSG00000164853.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164855.16,87,346,314,172,220,210.721,1408.051,547.82,463,816.994,929.001,471.999
ENSG00000164867.11,58,194,200.999,95,133.001,116,233.999,35.001,123,182,139,113
ENSG00000164871.18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164877.19,61.999,108,99.025,62.001,68,105,852.999,411.412,491,560,682,695.194
ENSG00000164879.7,0,0,0,2,1,2,0,1,0,1,0,1
ENSG00000164880.16,4220.315,4761.714,5504.665,3984,4735.247,3626.687,3130.684,3092.717,2855.029,1801,4277.612,3229.999
ENSG00000164885.13,280.121,229,292,248,301,166,119,127,111.001,103,202.001,163
ENSG00000164889.15,4453.939,3701.017,3824,2567.001,3363.001,2719.146,1200.522,661,1232.998,1282.092,1710,1352.001
ENSG00000164893.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164896.21,1460.012,1561,1370,941.001,1355.205,1099.85,756.471,599.043,758.001,608.999,830.006,718
ENSG00000164897.14,636.771,693,698,443,692,559,344,304.138,364.001,390.352,533.043,443
ENSG00000164898.13,180.512,172.792,183.295,119.6,246.652,113.898,39.625,27.949,57.346,43.998,48.94,41.703
ENSG00000164900.5,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000164902.14,1052.366,1392.847,1332.307,1138.942,1476.765,1005.159,744.548,738.979,745.758,536.912,952.48,977.326
ENSG00000164904.18,6272.303,6701.08,8469.593,6596.003,7813.304,6005.506,1357.563,1239.225,1046,1114,1677.746,1753.716
ENSG00000164916.11,2041.266,1984.377,3016.721,2151.018,2684.68,2026.812,1167.278,751.607,743.233,690.632,1305.783,1144.28
ENSG00000164919.11,3099.507,3340.685,2989.17,2457,3633.999,2165.036,1538.935,1415.751,1467,1350,2224.705,1915.461
ENSG00000164920.10,1374.916,362,808.999,841,821.001,894.526,2597.304,2750.237,2922.051,1343.085,2955.01,2680.281
ENSG00000164924.18,21244.107,24827.453,23578.61,22566.147,26598.246,17674.739,29693.928,28676.506,27189.839,21287.56,34162.833,32543.156
ENSG00000164929.17,0,3,0,0,0,0,0,0,0,1,2,0
ENSG00000164930.12,2337.479,2247,1991.725,1456,1946.094,1936.847,647,987.984,827,493,1063,1008
ENSG00000164932.13,11,30,5,4,7,12,57,26,24,18,41,41
ENSG00000164933.13,850.495,919.029,922.521,757,1080.786,786.314,859.492,825.793,743.33,637.001,1033,1016.337
ENSG00000164934.15,1356.528,1673.999,1397.003,1298.016,1936.29,1089.982,1466.818,1610.985,1293.002,995.001,1557.072,1760.001
ENSG00000164935.6,0,0,0,0,0,0,3,2,5,10,9.999,6
ENSG00000164938.14,603,695,730,459,574,505,477.266,571,553,377,592,613
ENSG00000164941.14,1146.075,1684.999,1247,1121.24,1666.345,1010.132,1276.561,1331.995,1238.126,959.358,1568.957,1457.999
ENSG00000164944.12,2853.97,4405.853,3734.463,3013.279,3683.712,2778.218,3511.604,2760.15,3086.988,2460.818,3621.351,3139.131
ENSG00000164946.20,125.536,225,179,21,41,178,35,59,48,75,34,62
ENSG00000164949.8,335,57,60.008,42,133,50,83.999,154,113,157,113,173.001
ENSG00000164951.16,1178.228,596.999,829,753.713,1061,766.336,1040.406,1136.001,990,933,1270,1244.414
ENSG00000164953.17,194,209,196.998,173,230.353,154,145,226.002,94.001,104.999,195.999,162.999
ENSG00000164961.16,1736.998,2046.458,1883.789,1459.001,2087.281,1281.571,1396.456,1327.001,1301.683,1079.02,1725,1447.611
ENSG00000164967.10,437,478,512,272,532.594,287,106,223,120,96,178,177
ENSG00000164970.15,831,980,1032,786.999,1271.749,939.982,1438.081,1113.58,925,936,1460,1370
ENSG00000164972.14,0,0,2,1,4,7,0,1,0,1,1,2
ENSG00000164975.16,517.091,733,594.001,475,621.126,575,477,458,393.999,338.716,628.533,571.187
ENSG00000164976.9,9162.342,9584.416,10505.071,8621.471,8907.858,8771.179,199.99,118.954,437.737,411.995,727.851,859.416
ENSG00000164978.18,473.381,531.075,317,294,431,199,132,213,170,213,336.034,309.001
ENSG00000164983.9,93.999,53,59,53,55.999,54,622.001,477.999,370.001,408.001,547.999,354.001
ENSG00000164985.15,3154.622,4728.109,3800.999,3490.999,5191.069,2997.348,790.139,970.443,1082,859.001,1419.076,1508
ENSG00000164989.17,673,791,741.001,712,930,647.001,252.999,321.001,309.999,246,298,309.001
ENSG00000165006.14,2149,1690,2215.481,1893,2298.523,1678.001,1325.973,1473.37,1370.411,1132,1924.724,1779
ENSG00000165023.7,29.035,6.082,6.175,12.497,19.837,18.007,23.273,10.858,9,2.275,9.736,6.004
ENSG00000165025.15,60,122.001,45.668,63,56,23,425,537,257.999,210.755,329.997,578.001
ENSG00000165028.12,15,35.001,40,9,20.001,19,14,2,5,2,4,3
ENSG00000165029.17,8100.765,6848.999,6308.297,5105.251,4852.217,6659.925,4801.115,2668.388,5514.002,5365.72,6615.101,5539.935
ENSG00000165030.4,2420.408,1618.505,1567.006,1683,2085.042,1547.871,3560.323,2771.338,3928.564,2405,3954.092,4162
ENSG00000165046.13,140,49.999,200.999,209.999,252,182,194,176,312,144,418.001,179.001
ENSG00000165055.16,1300.022,1465.431,1587.334,1104.78,1672.144,1184.663,539.557,497.29,599.949,392.488,652.898,811.941
ENSG00000165059.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165060.15,415.249,483.242,463.59,418.99,466.191,303.356,161.997,139.85,155.37,79.593,189.199,150.648
ENSG00000165061.15,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000165066.13,3,1,2,0,4,1,0,0,0,0,0,5
ENSG00000165071.15,0,0,0,0,0,3,4,5,0,2,11,5
ENSG00000165072.10,302,140,23,28,55,187.443,2197.534,3855.495,1397.451,1137,5405.598,4845.784
ENSG00000165076.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165078.13,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000165084.16,4,2,8,3,2,5,2,8,0,1,2,0
ENSG00000165091.18,335.119,429.999,464.011,291.999,361.002,443.901,305.002,407.001,418.002,249,382.006,351.729
ENSG00000165092.13,418,13,11,7,28,9,107,173,61,103,149,140
ENSG00000165097.16,425,450.999,544.87,470.47,589.97,392.629,699.063,590.085,504.971,383.883,753,602.984
ENSG00000165102.15,1851.612,2000.006,2267.926,1631.014,1943.421,2017.804,3054.919,2234.493,2339.009,2245,2668.001,2908.987
ENSG00000165105.10,353.793,830.396,258.893,271.734,540.12,319.487,979.571,1108.912,557.726,876.348,1588.975,1399.514
ENSG00000165113.13,89.087,135,108,69,89.373,89.359,18,18,29.998,23.001,36,27
